review,sentiment
"It's a pretty fun game.  It doesn't have a whole lot of songs, maybe around 30-40, but the ones that it does have are fun to sing and are songs that generally a lot of people know, or would be willing to learn.  There are also several different modes to play in, so you can play the game over and over and never get tired of it.  Perhaps one of the best features is that up to 8 people can play without any extra expansion packs or controllers; all you need is one controller and the USB headset and you just pass it around for everyone to play.<br /><br />I agree with everyone else, though, when they say the headset is very flimsy.  I originally was going to get a separate headset but bought the package deal.  Bad idea.  You practically have to eat the thing to sing, and it IS small and will get caught in long hair.  Plus, you don't get the fun karaoke experience.  My advice: buy the game separately, then get the handheld mic.  As soon as I get some more money I'm gonna get the handheld mic myself, it picks your voice up better.<br /><br />Overall, a good buy!  And lots of fun, especially if you have a lot of outgoing, un-self-conscious people",positive
"this game is HARD, but very fun so if you want to pick between Fantastic Four or some other comic book game, just get the hulk... and if you do, collect your patience because this game will hand it to you",positive
"The game when you first buy it is awsome. i mean who wouldent want to throw cars at helicopters, make people fly 20 yards with your finger, and bunt-kick a police car down 5 blocks? the game lasts a bit because of the smash smash get some cash gameplay (the more smash points you get, the more moves you get). the moves are the best part. at one point in the game, you get a move that lets you grab onto a helicopter or a big boss. i always loved riding the helicopter to 5th street... its alot better then skateboarding on a  bus if you ask me. anyway, once you get all the moves and beat the story mode AND get the canadian boxers, it gets extremely repetitive.<br /><br />at the end of the game, when you get critical alert status, the same guys always come.<br /><br />5/5 stars for the first 3 weeks-2 months... 4 the next month, and basically declining to 3<br /><br />BUT, whenever you are board and have nothin to do, no good tv is on, all of your friends are offline and every other game is getting booring, its nice to take a good ol trip back to this game and smash a mech or to.. you know, for old times sake",positive
i would recommend this to those who just wants more than just shooting at fat ass people or aliens just slobbering on cra,positive
"Great tutorial and hands-on learning.  This game is action-packed with fight moves, jumps, combos, etc.  My only complaint was Hulk's reaction time during running.  But that's easily overlooked when you blowing up stuff.  A definate buy",positive
"I love a good, intricate storyline in a game as much as the next person. The RPG, known for it's generally intricate plotline, is one of my favorite genres. And to The Incredible Hulk Ultimate Destruction's credit, it does contain a story penned by a seasoned comicbook author. And again to the game's credit, the story really isn't too bad (fairly generic, but servicable). The script is voiced adequatly, and presented in a way that doesn't deter from the real focus of the game: Rampant, wanton, gratuitous destruction in some of the most creative ways possible. I love The Hulk as a character. I even liked the Ang Lee flick (no hate mail please-myfriends give me enough crap for that one as it is). There's something cathartic about a nearly indestructable creature that operates on pure Id. Who doesn't want to just lose it when we get pushed too far? This game has many things going for it: it controls very well, nearly every object in the vast and varied environments is destructable in some way shape or form, and the graphics are certainly servicable (although not top-notch). The best way to describe this is to take an open gamespace like the Grand Theft Auto games, minus the infuriatingly difficult missions, and add a set of missions that beg you to destroy everything. Every mission is based in some way on the premise of you as a giant green demolition expert. Now this may sound like it would wear thin quickly, but the game does remain fresh do in large part to a huge selection of upgraded moves that you can 'buy' with smashpoints, which are awarded via smashing things (deep huh?). It is really a massive orgy of soothing mayhem, and mercy is it ever satisfying! If you tried out the first Hulk game, please be aware that this is NOTHING like that. There are no more tedious sneaking missions as Bruce Banner. YOU ARE THE HULK, and the Jade Giant is an absolute gas in this title. Like the GTA games, you are not forced into playing missions (although this does unlock new moves and arenas to play in). You can take on side quests which are not only pretty creative, but downright hilarious in others (try 'batter up!' for an example of the latter). If the first Hulk game and Ang Lee's movie left a sour taste in your mouth when it comes to Mr. Green Genes, then give this one a shot. In my opinion, they got the essence of the Hulk down pat, and show him for the fun character that he can be. Later!    <br />",positive
"Note:  This review is spoiler free with regards to the game's story<br /><br />All good things must eventually come to an end, such as the star wars series, the lord of the rings trilogy, and the Jak and Daxter trilogy (not including the racing game and Daxter's own PSP game).  After two excellent games, our favorite elfin friend and his furry sidekick come to the last entry in the Jak trilogy.  The big question is:  Is it a good ending?  I'm pleased to say that overall, yes.<br /><br />Jak 3 takes place an undetermined time after the conclusion of Jak 2.  Haven city has become divided after relentless attacks by robots, metal heads and other nasties.  The population blames Jak for these problems and he finds himself flown out to the wasteland, a harsh and unforgiving desert where nobody can survive without help.  Abandoned by those he saved, Jak and his buddy Daxter set out on thier final adventure.<br /><br />Like it's two predecessors, Jak 3 is a platforming game combined with a gun shooter.  You get various jumps, kicks, punches and leaps, and you also get a wide array of firearms to take out your foes when your fancy Kung-Fu and karate aren't enough.  Jak's moves remain largely unchanged from Jak 2 (which will now be called J2).  He can still punch like a man, jump like a kangaroo, and leap like a bullfrog.  <br /><br />Gunplay remains pretty much the same as well.  You get four guns (blaster, rifle, machine gun and peacemaker), but in a nice twist, each weapon gets various upgrades as the game goes on.  The rifle for example, starts out in it's default setting.  Hower, the next upgrade allows it to shoot richochet bullets while the third upgrade gives it a flying platform that shoots bullets in all directions.  Each gun has three upgrades and playing with them is a blast.  The peace maker for example, can fire a shot that paralyzes all enemies and makes them float around (whee!) while it's final upgrade...well, let's just say that you'll be shooting mini-nukes a lot.<br /><br />The biggest change to Jak's game play comes in the form of  vehicles.  While J2 had flying vehicles and zoomers, Jak 3 has cars (and not the nice, talking Pixar kind).  Because half the game is set in the desert, Jak and Daxter get around on dune buggies.  There are eight of them and each has various unique traits.  Some are really, really fast, one can jump riddiculously high (wheee!) and some of them will spin out of control at the slightest twitch of the control stick (boo!).  You'll be spending a lot of time driving the buggies and for the most part, it's enjoyable and fun, though some of them (such as the sand shark) can be a bit difficult to handle.<br /><br />Another new feature of Jak 3 is the sheer size of it.  J1 and J2 had two enormous areas to run around in.  Here, you have not one, not two, but three, yes, three! gigantic areas to run around in.  And like the previous games, there are no loading times, an astonishing feat considering how enormous both worlds (Spargus city, the wasteland and Haven city) are.  You'll definatly see a lot of amazing sights during your trips throughout Jak 3's world (such as how Haven city has...ahem...changed since the last game).<br /><br />Dark Jak powers return as well, but are now balanced by a new side to our hero...light Jak.  If Dark Jak is the attacking force, Light Jak is the defensive force.  Dark allows you to kill things really quickly, while Light allows you to heal, fly (this is so AWESOME!), surround yourself with an inpenetrable shield, and even slow down time to a crawl.  Both powers can be activated at any time as long as you have light and dark eco in your meters.  And in a very nice touch, you can stop being light or dark at a touch of a button to save your energy for when you really need it.  While both light and dark do come into play at vital moments during gameplay, both are really just a little added bonus to spice up gameplay when you want to, as you can play throughout the game without needing to use either force (except for scripted moments where you need to).  But then again, being able to heal yourself whenever you want is a very handy thing! *smile*<br /><br />Like J2, Jak 3 has you going from place to place, talking to people and doing what they tell you to do.  And when you finish with that, you head over to the next person and do what they want to do, etc.  It's a linear system that makes it easy to tell where to go and what to do next and it sounds fairly restrictive, but it does have one big strength:  You don't have to start the next mission until you want to.  If you want, you can wander around the wasteland blowing up wanderers for twenty hours, go hunt down twelve precurser orbs and watch the sun go up and down three times, and then tackle the mission.  This free roaming system allows you to do what you'd like to do if you don't feel like doing missions for a while.<br /><br />One thing i'd like to address before we go any further is the difficulty level.  If one takes a look at my review for J2, one can find a lot of anger and hatred directed towards Naughty dog for making J2 the most unnecessarily hardest game i've ever played (and it still is by the way, tied only with Spider man for PS2).  I am very pleased that Naughty Dog towned down the difficulty a lot for Jak 3.  No longer does each and every mission require twenty attempts before you pass it, and no longer will you be throwing the controller into the TV while screaming obscenities becuase that a**hole Errol won that fricken race again.  Here, the difficulty seems just right.  Not too hard, not too easy.  Most missions require a few attempts before they are completed, and a few can be finished on one try.  There are still a few that are quite difficult, and one or two that are grit-your-teeth inducing, but overall, nothing as infuriating as many moments from the previous entry in the series.  Oh, and there are only a few go through the ring missions this time around.  Thank goodness.<br /><br />In addition to the free-roaming gameplay, there are also plenty of secrets to unlock in this quest.  There are over 600 precurser orbs to find and collect in Jak 3, and by doing so you get to unlock various features such as unlimited dark and light Jak power, invincibility, extra vehicles, various weapon upgrades, etc.  While some are hidden behind corners, many of these orbs are collected by doing various challenges that people throw your way, such as searching around a paticular area, going through rings (grumbles), following a little blue light and even stopping time.  There are plenty of things to do to get those little shiny orbs, but the results are well worth it.<br /><br />In addition, Jak 3 arguably has the best moments in the series in terms of wow factor.  Fighting a gigantic sixty story tall monster with only a dune buggy is a moment that sends shivers down your spine.<br /><br />Even with all these fine points, Jak 3 does stutter a little bit in what is arguably the most important part of the game...the story.  J2 is most memorable to me for it's story.  It had many twists and turns and you never really knew what to expect next.  The story in Jak 3 is a good one and it does keep your interest in what is going to happen next...but ultimitly, it left me unsatisfied.  <br /><br />How so?  The three biggest ones are charachters, the precursers and the ending.<br /><br />And for those of you worrying that i'm going to tell you who the precursers are (which I won't) i'm going to keep this as spoiler free as I can.<br /><br />First off, the charachters.  We have Jak and Daxter of course, and those two are always fun to watch and care about.  We have many returning charachters such as Torn, Sig, and Samos, and we have some new residents from Spargus city.  The problem?  Almost all of the returning charachters have zilch charachter development.  It's assumed that you know them from the last game and because of that, Jak 3 takes no time to explain who they are or what they do.  That may be okay, but pretty much none of the charachters are expanded at all.  Torn is still gruff and tough (but not as much as last time), Ashelin is the firm leader, and Samos gives warnings on what may happen to the planet if things go badly.  Keira, who was such a vital charachter in J1 and J2, has absoloutly nothing to do in the story aside from look pretty and important.  Sig...well, he's just there because he's cool.  The only returning charachter who kept me interested was Tess, who fufills the dumb blonde role.  Her relationship with Daxter is sweet and lighthearted and kept my interest easily.  Errol returns as well (though I won't say how), but he's gone from insanely irritating to average irritating, a sad departure from his compellingly egotistic nature in J2.  <br /><br />Of the new charachters, only one, Damos, kept my interest due to his charachter.  Tough, yet gentle and caring at the same time, he's easily the most compelling of Jak's new companions.  The new villian, count Veger, isn't that compelling, though he does have some very powerful scenes (especially one near the ending).<br /><br />One of the claims on the back of the game box is that we'll discover the shocking secret of who the precursers really are.  As I said earlier, I won't reveal who the precursers are (someone did that and ruined the suprise for me), except that in my personal opinion, we should have never find out who the precursers were and leave them as a mystery.  I personally felt that seeing who they really are sucked out all the suspense and mystery, esepcially since they have been talked about at length for two games now.  It's like revealing the face of doctor claw.  When you go back and experience your old memories, there is no more mystery or wonder anymore.  In my personal opinion, these beings should have remained hidden forever.<br /><br />However, the saddest part of the game for me is the ending.  Again, I won't ruin it for you, but it's always sad when game developers have to wrap an entire trilogy up in three minutes.  Some people criticise the ending of the film, Return of the King, saying that it goes on too long.  However, the ending to the lord of the rings film trilogy took it's time wrapping up the threads from three movies and bringing closure to the story and leaving one satisfied.  However, Jak 3 doesn't do that.  As the game goes on and gets closer to the end, the feeling of dread and the idea that everything can be destroyed just vanishes and is pretty much gone by the time the final boss battle comes (and sadly, the battle itself isn't that exciting or memorable).<br /><br />The ending does end the trilogy, but leaves the door wide open for more games (of which two have already happened).  I've invested a lot of time on these three games, i've grown attatched to it's charachters and I would like closure to all thier stories.  Saldy, that doesn't happen.  Everything is left wide open when, in my opinion, it should have been closed.  There is no real ending here, at least, one that ties everything up nicely.<br /><br />But despite my points with the story, I do want to stress that Jak 3 is a very good game.  It's a satisfying blend of storytelling, platforming, shooting, driving, and action.  It's one of those games where you keep saying Just five more minutes, just five more minutes, only to discover that time has flown by and it's two in the morning.  It's addictive, fun, and, for me, a blast to play.  I definitly recommend it, especially if you find it for under twenty dollars",positive
"5 stars is a very low number compared to how good this game is.  Light jak is freakin awesome, after awhile u really get attached to this game and of course the charchters themselves.<br />                    <br />    A MUST BUY FOR ANYONE LOOKING FOR A NON-STOP ACTION GAME",positive
"INTRO.<br />Jak 3 is the ending to the Jak and Daxter trilogy, and I have to say that it pulled it off quite nicely. There are a few flaws in the game, but nothing major. You start out as Jak, now an exile from Haven City because of people who distrust him and his dark powers. He is taken in by the people of the Wasteland and the story continues from there.<br /><br />GAMEPLAY<br />Once again, Jak moves very fluidly and nicely and has the exact same controls as the last game (except for certain new powers like Light Jak). And, once again, the animators have done a wonderful job of making lush, detailed landscape and characters. Sunsets and sunrises are done well, and nothing looks cut and pasted on to the walls, like Spyro-era games. I like the way that in this game you get to move between Haven City and the Wasteland. This way you get even more terrain to explore than in the last game. Additionally, you get control of Light Jak powers! I thought this was a nice twist and a nice way to add in something new for the people who enjoyed the Dark Jak option. One thing that personally irks me...they took away Keira's voice actor! She barely speaks and when she does, it's not the same person. At least the other Keira had a role! also, the ending felt a little dragged out and towards the end of the game, I was just hoping that it would finish soon instead of prolonging it with more crammed-in missions.<br /><br />PROS & CONS<br />Pros:<br />1. Nice characters<br />2. No glitches so far<br />3. No loading times<br />4. Detailed landscape<br />5. New powers and old: Dark Jak and Light Jak<br />6. Good switches between areas<br /><br />Cons:<br />1. Blasting people or monsters over and over can get annoying.<br />2. The ending seemed to go at the pace of a SNAIL.<br /><br />OVERALL<br />A nice finish to the series! If you bought the first two, you'll most definitely be drawn to this one anyway. :",positive
"This was a present for my brother so I don't know what it was like, but he said it is the best 3rd person game on the x-box",positive
"This game has outstanding graphics and great 3-D gameplay, plus you can really battle it out online or in instant action. To add to the few, you can play in the Clone Wars or the Galactic Civil War, the bad thing though is that in the Clone Wars the main battles are on Naboo, to be honest the Clone Wars started on Geonosis and are in Episode II not I. I love this game because you can use guns and other awesome weapons, and you can also play as the wookies, clones, droids, rebels, and Imperials. If you are a beginner video game player or new to Star Wars when you choose CREATE FILE try using easy. This game follows the movies really well and you can explore Mos Eisley or maybe Naboo if you like. The more battles you win, the bonuses you get. If you read the Instruction Booklet it says if you go on a Killing Spree against the enemies you get a really cool bonus. I Highly Recommend this game to all Star Wars fans! The game will let you play the most greatest battles of all time. So, if you want a good long-lasting game try this, I really hope Star Wars fans will love the game. Multi-Player mode is great and I really enjoy playing it. This game is great and I love it. Try playing it for yourself! I am about to wrap this review up so listen, THAT THIS GAME IS GREAT FOR THE XBOX AND HAS TERRIFIC GAMEPLAY AND FEATURES THAT YOU WILL WANT TO PLAY IT ALL THE TIME EVEN THOUGH IT IS ONLINE OR SINGLE-PLAYER YOU CAN STILL HAVE FUN AND KNOW IT IS ALL OUT STAR WARS ACTION! THIS GAME IS GREAT AND I JUST LOVE PLAYING IT! I know that this is one out of two battle front games soon to be three I enjoy playing this! BUY IT....NOW! P.S. BUY EVERY THING STAR WARS",positive
"I'll admit that being able to go around as a stormtrooper and kill everything in sight is fun.  Wicked fun.  This game delivers if you want to have a good time playing a FPS involving Star Wars.  The major drawback to the game is the targetting.  It's like using a sniper rifle in Halo 1 but the reticle is the size the one for the assault rifle.  You can turn on the auto-aim option to help with accuracy but then the reticle tends to follow an enemy on screen and it's more difficult to shoot over an ally's shoulder.  Another drawback is that you can't jump/fall and shoot at the same time like in other FPSs.  Plus, fighters are hard to learn how to use as are other vehicles.  You can still do fine as a footsoldier but it would be nice if the vehicles were a little easier to use",positive
This is the first wireless controller that I have ever used that didn't LAG constantly.  In fact mine has never lagged not even when the batteries were low.  The range is more than enough for any room in my home.  Actually I have taken it outside between online mathces and kept chatting with the other players so it even works through doors and windows.  Great product that I now have two of them and have retired the wired controller,positive
"this is one of the best controller I ever have.grip, felling ,and handeled are good as experience. I recomende",positive
Bought this as a gift for my granson.  It is awesome.  Many games to pick from and the ease of use is great.  He's only five and works the buttons with ease.  Plus you can take it anywhere.  Great price here too. Cheaper than anyone else,positive
"Seriously though, this game is awesome. I bought this game simply because I had heard it was good, and I am glad I did. The plot is great, actually worthy to bear the star wars name. The story is what makes this game great and the ending is satisfying. It has everything, tons of action and fighting, emotional dialogue, lots of choices and even a few occasional hints of romance. <br />The basic story is this (and don't worry I wont tell you too much). You are a soldier for the republic that gets involved in the rescue of a Jedi, who you develop a kind of mysterious bond with. Through out the game you travel to several planets, including Tatooine, Kashyyyk, Dantooine and several new ones, never mentioned in the original movies.  ",positive
"I recived KOTOR for christmas. I was skeptical - the front picture was strange to me. I popped it in, installed and started playing. Three weeks later, I was completely into it. It is one of the funnest games that I have ever played. <br /><br />The missions and the completely customizable characters make this the best star wars RPG, ranking up there with World of Warcraft and other hyper-popular RPGs",positive
"It's a very good product but it only can be shipped within U.S., so I can't buy i",positive
you can connect this to the game boy player as well plus connect it to the e-reader to download e-reader information into your cub,positive
"Mario and Luigi Partners in Time to me takes me back to the SNES, with the first Mario RPG Super Mario RPG: Legend of the Seven Stars a game I absolutely love (and would also recommend to anyone with an SNES or an emulator). The reason is the general gameplay for this RPG hasn't changed. You move around different screens, attack the enemies, fight bosses, etc. There is definately a unique (and I suppose you might consider it simplistic) ideology that this game follows. It's an easier version of action/RPGs, you level up, battles aren't random (you can see the enemies you engage on screen) though it is turn-based. This game plays and feels much like the original legend of the seven stars, but has added its own twists and funny little story line to make it, it's own game.<br /><br />I highly recommend this game to anyone who doesn't mind a lot of chatting, but even more action and puzzles! Another homerun for Mario RPGs",positive
I love this game.  Once I started playing I couldn't stop.  My DS battery is dead after like 3 days I play so much.  Once you get into the game it is really hard to stop playing.  You get new moves and new weapons thus making the game new all the time.  The controls are easy to learn and the story is easy to get into.  So lets all tip our hats to nintendo and all there Mario greatness,positive
Spyro was one of the first games my 5 year old ever played.  It was challenging enough for him without being too frustrating.  There are alot of Xbox games on the market that are for more mature audiences but this one was perfect for a 5 year old. This game was not meant for an adult gaming audience.  I was surprised when I realized this game is no longer in production.  There should be more games for the 5-10 age bracket.  My son loves this game.  He literally wore it out.  I have to find him another copy of Hero's Tail to replace his old one,positive
You get to be different animals. It is a really cool game. I recommend it to other kids to buy. The cheetah get shoot bow and arrows,positive
"I got this for X-mas and I am a huge Spyro fan! I started with the second one and this is now the fifth release not counting gameboy games, and the second on Playstation 2. The last one, Enter the Dragonfly wasn't SO successful and I feared there wouldn't be another; but here it is! And SO many things have been added. Buying items at item shops, keychains for keys to open boxes, riding around in the professors new gadget ball, mini-games featuring not Spyro, but his friends,etc. i kind of miss flying Spyro through the rings in the speed race, but...This new Spyro is clearly trying to keep up with newer platform games that others seem to enjoy, but luckily they have kept things from being too hard that you give up eventually and you don't have to worry about wandering around and getting lost in the game. Spyro must learn new tricks like spin pole,etc. as he moves along, and he even meets little dragons like him- Ember,Flame. Hard enough to keep you playing to get through the challenge, but it never seems overwhelming. Some of the mini-game's second levels are a pain, but you can come back later. The strategy guide is also helpful. This time, I don't think anyone can complain that Spyro hasn't evolved or that it's the same old thing, but Spyro fans love Spyro even if it was the same game but with new adventures and levels. He's Spyro! Hours of enjoyment",positive
"I wanted this workout game to get back into shape after having a baby. It is a great workout including cardio, combat, isolation for abs, arms or legs, and mind and body including yoga and tai chi-type exercises. I love that it tells you what day to work out (and if you don't you fail that day!) and it increases the intensity of the workouts based on your previous performance. There are several different workouts in each segment so each workout is truely unique to help prevent burnout. Your workouts are assigned a letter grade based on your performance so it motivates me to get the allusive A, which is hard to achieve (and it should be!). I am in week 8 of the 12 week program and I can definintely feel my muscles are more toned and firm after not working out for a year. I love that Nike helped produce the game.<br /><br />I recommend this game to anyone; however, I have issues with the eyetoy camera. You would think I would get how the camera works after 8 weeks but I still have problems. Sometimes it indicates that I touched something I was nowhere near, and sometimes it takes me 2 or 3 tries for it to register that I touched something. You're still getting the workout, but I'm working towards getting a good letter grade. I want credit for what I'm doing right. The combat exercises are frustrating as I have a hard time believing I'm not punching hard enough and often receive a 0 score. I've started working out at night as the sunlight from the windows makes the camera less responsive. There have been a couple of times that I've walked to the left of the screen and my body triggered the try again button after a cardio workout...so I had to do the 10 minute workout again as history has shown when I try to exit out of it, the game fails me for the day for quitting.<br /><br />All in all I'm happy with the workouts, but just know that the camera takes some getting used to. I hope others have better luck with it than I have. My husband does the 12 week program also and he's lost 10 pounds and I've lost 9",positive
"Wow - that's all I can say. All the positive reviews really piqued my interest on this 'game'. Just got it a few days ago, and am SO IMPRESSED with all that's packed into it!!! It also teaches proper form for a ton of different toning and stretching excercises. This is going to become a regular part of my workout regimen. People of all fitness levels can enjoy this. This technology (interactive virtual trainers/serious home workouts) has got to be the wave of the future!!",positive
"Got this for Christmas and absolutely love it! It works for everyone  on any work out level, even for beginners. <br /><br />There are two types of work out:  <br /><br />1. Routine Builder - basically you are on your own you get to pick exercises you are interested in. <br />2. Personal Trainer - basically you follow a 12 week program. It tracks your progress, it tells you when it is your rest day to avoid over exhaustion, it has a guide/advice on proper posture, breathing and technique. It has a good amount of stretching exercises in the beginning and end of each sessions. It even enhances balance of mind and body...very much like yoga. It also combines fluid movements like Tai Chi, rhythmic dance moves and kick boxing moves. <br /><br />Needless to say, I love this game! If you're looking for a good sweat without the high fees of the gym, this is the game for you.",positive
I bought this game not as a video game but so I could have my own personal trainer without paying for a gym membership.  I am two weeks into my 12 week routine and I LOVE it.  The software is very well done and it really does have real time feedback.  If I'm leaning forward when I'm not suppose to while doing an exercise the trainer will say try standing up straight.  I am definitely getting a great work out.  10 more weeks and I'll let you know if it did any good or not.  So far it seems to be helping.  <br /><br />I love that it builds on itself so that by week 12 you are doing more routines that are more intense.  The one drawback is the camera is really sensitive - I have to make my kids leave the room because if they walk around in the background it picks up their movements and lowers my score.  <br /><br />If you hate the gym but have always wanted your own personal trainer Kinetic seems to be the way to go,positive
"This game is really good, but i don't think they tested it enough to figure out that the loading times are way too long. So if you do not have a lot of patience, good luck with this game :",positive
"I love this game for what it is. You cannot expect this to be anything like Madden but it is still a fun game. Injuries are awesome and game play is very fast paced. Fast Paced: something I cannot say about the loading. This game is the slowest loading game I have ever played. It actually took three minutes for it to load one time. Get this game, provided that you can wait a little bit",positive
"This is an unorthodox football game.This is not an NFL game but a football game w/ made-up teams in a made-up league.There are 3 divisions and you start at the bottom.Beat the Division 3 level,move up to 2,Beat 2 to go to 1,beat 1 to beat the game.As you move up,you also unlock rewards.If you're tired of Madden's franchise mode,give this game a try.It won't get outdated just because of NFL free agency",positive
LOAD TIME...be prepaired to wait! Other then that it's a fun game that keeps you playing,positive
"For Anyone Who Loves Football And Everything About It Knows Their Is Also A Dark Side Of The Game. Where Players Take Illegal Drugs To Help Out Their Game,Where Owners Will Do Anything For Their Team To Win. This Game Is Alot Like Any Given Sunday. Remember Win At Any Cos",positive
"I love this game, it is so much fun.  Even though my wife does not like it I recommend this game for anyone who like Mario Kart games.<br /><br />Enjoy the races, and don't forget to blow your friends up",positive
i like this game i play it 4 times in a day with out stoppin,positive
"I know I'm a little late, but what the heck? I felt like writing a review for this game. Final Fantasy X is just a fantastic game. Simple as that. Its extremely deep, has a fantastic story, great characters, great battle system, and it's the perfect length for a RPG (45-55 hours). Not everyone likes Tidus, be he honestly doesn't bother me, and I think he is a interesting character. The rest of the cast is well developed, and they all have interesting personalities that are distinct to this universe. The cast is very memorable, you'll remember them for years to come, and I think that speaks volumes as to how good this game is. Its enhanced by the usual good voice acting that Square is known for, so that doesn't disapoint.<br /><br />The gameplay is extremely fun, and its actually one of my favorite battle systems. The battle system can make or break a RPG, and this one doesn't disappoint. Its fast paced, so it doesn't get bogged down by long battles. You can also swap characters mid battle, thats a awesome feature. The gameplay is also incredibly deep, I've heard of people literally pouring hundreds of hours into this game. So if thats your thing, I'm sure you've probably already played this game. If for some reason you have not played this game and your into RPG's, don't hesitate to pick this game up, its cheap now, and its one of the best and most balanced RPG's I've ever played",positive
"Without a Doubt, FFX is one of the best, if not the best, rpgs to come out on any of the current consoles.  It features an incredible and orignal story populated with interesting and varied characters.  Additionally, the sphere-gird system allows the player to develop character abilites in an interesting and innovative manner.  Admittedly, the sphere-grid system complexilty may scare away rpg newbies, but with a little time will become second nature to players of all skill levels.  Featuring a wonderful score (even by Final Fantasy standards)and impressive graphics (for the PS2) there is little reason for any video game fan not to pick up this title, even with the ever-present advent of FF 12 on the horizon",positive
"There is so much to see and discover in this game. It took me over 70 hours just to complete the walkthrough and I am still working on capturing all the monsters for the Monster Arena. Someone who wanted to complete all side quests, find all special items, etc. could easily spend more than 100 hours on this game and never get bored -just incredibly deep gameplay. The graphics are also outstanding, among the best I have seen in a video game. It took me awhile to get used to the Sphere Grid used to increase your characters' stats. At first I didn't find it as satisfying as the typical method of leveling up. But eventually I began to enjoy it and it's now one of my favorite aspects of the game. The only thing I found tiresome was how long the cutscenes were. The storyline itself was quite good. But I wish it was told with shorter cutscenes or at least gave players the option to skip through the cutscenes. Still this is a minor complaint to an otherwise excellent game. Definitely worth buying!",positive
"I have to say this is a game that was worth every dollar spent!   It's a game that I will keep for life and probably play again someday! I don't know what the previous Final Fantasy games were like so for me there is no comparison. I think I'm totally biased toward Final Fantasy X. The two coolest aspects about this game, for me, are the Aeons and Blitzball. The other thing I like about this game is the storyline, the characters and the beautiful scenary. I forgot to mention how great the music is also. I've been reading reviews about current and previous Final Fantasy games and the thing that is still missing for me is, the Aeons and Blitzball. I'm also attached to the characters in Final Fantasy X. Even the sequel doesn't cut it for me right now. For me, it's Final Fantasy X all the way",positive
"I have been a fan of this game ever since playing against my buddy on my vacation in Colorado last year. Whether you're interested in pure speed and competative racing, or taking your opponents out in road rage...it's all FUN! In addition, you can just cause unbelievable mayhem with crash mode....where the whole object is to cause as much destruction as possible. This game lasts a LONG time.....so you have a lot to do, it never gets boring........I mean, there are like 50 cars and trucks waiting for you..if you can win them",positive
"For all of you out there who love destruction..  Who love seeking sweet revenge on someone who knocks you out of a lap, or tosses your sorry butt into the drink; this is the game for you.  One of the basic foundations of this game is destruction.  Even when you're knocked around, beaten down, crushed, humiliated and...etc, you gain points with the craziness of your crash.<br /><br />There are a few different race modes.  Some of which can get a little tedious, but it's all well worth it.  It's a bit challenging, sometimes it seems like there is no way you'll be able to make that time limit, or create enough damage, but as you play, you will find the way.<br /><br />It's extremely easy to sit down with the controller in your hand and look up at the clock, four hours down the road.  It's a very addictive game, but is great fun.<br /><br />I would recommend this game to anyone who is a racing fan.  Without a question, a 5-star game",positive
"This is the fastest and funnest racing game we've ever played.<br /><br />It may not have simulated vehicles by specific manufacturers, as in Gran Turismo, but that doesn't matter here because the fun comes in the super-fast racing and battling.<br /><br />As the name Takedown implies, a lot of this game is about taking your opponents out - forcing them off the road, into other cars, etc...<br /><br />The crashes in the game are well-simulated.  So much so that there's a Crash Mode where all you do is see how much damage your car can cause by crashing into other vehicles.<br /><br />Very fun game with high replay value!<br /><br />P.S.  If you are into cheat codes, there don't seem to be any for this game.  You have to win the different challenges to unlock vehicles, events, and locations.",positive
